02 2016																																																																																																																																																										
Company	Planner	Available User Field 3	Division	Ship To	Item	Description	UPC Code	Class 1	Class 2	Class 3	Class 4	SOP Flag	ABC Code 1	ABC Code 3	Forecast Flag	Future Cost	Future Price	Unsigned Error	Original History  1	Original History  2	Original History  3	Original History  4	Original History  5	Original History  6	Original History  7	Original History  8	Original History  9	Original History 10	Original History 11	Original History 12	Original History 13	Original History 14	Original History 15	Original History 16	Original History 17	Original History 18	Original History 19	Original History 20	Original History 21	Original History 22	Original History 23	Original History 24	Original History 25	Original History 26	Original History 27	Original History 28	Original History 29	Original History 30	Original History 31	Original History 32	Original History 33	Original History 34	Original History 35	Original History 36	Adjusted History  1	Adjusted History  2	Adjusted History  3	Adjusted History  4	Adjusted History  5	Adjusted History  6	Adjusted History  7	Adjusted History  8	Adjusted History  9	Adjusted History 10	Adjusted History 11	Adjusted History 12	Adjusted History 13	Adjusted History 14	Adjusted History 15	Adjusted History 16	Adjusted History 17	Adjusted History 18	Adjusted History 19	Adjusted History 20	Adjusted History 21	Adjusted History 22	Adjusted History 23	Adjusted History 24	Adjusted History 25	Adjusted History 26	Adjusted History 27	Adjusted History 28	Adjusted History 29	Adjusted History 30	Adjusted History 31	Adjusted History 32	Adjusted History 33	Adjusted History 34	Adjusted History 35	Adjusted History 36	Adjusted Forecast  1	Adjusted Forecast  2	Adjusted Forecast  3	Adjusted Forecast  4	Adjusted Forecast  5	Adjusted Forecast  6	Adjusted Forecast  7	Adjusted Forecast  8	Adjusted Forecast  9	Adjusted Forecast 10	Adjusted Forecast 11	Adjusted Forecast 12	System Forecast  1	System Forecast  2	System Forecast  3	System Forecast  4	System Forecast  5	System Forecast  6	System Forecast  7	System Forecast  8	System Forecast  9	System Forecast 10	System Forecast 11	System Forecast 12	Birth Date	Discontinue Date	Independent Demand 1	Independent Demand 2	Independent Demand 3	Independent Demand 4	Independent Demand 5	Independent Demand 6	Independent Demand 7	Independent Demand 8	Independent Demand 9	Independent Demand 10	Independent Demand 11	Independent Demand 12	Historical Cost  1	Historical Price1	Historical Price2	Historical Price3	Historical Price4	Historical Price5	Historical Price6	Historical Price7	Historical Price8	Historical Price9	Historical Price10	Historical Price11	Historical Price12	Historical Price13	Historical Price14	Historical Price15	Historical Price16	Historical Price17	Historical Price18	Historical Price19	Historical Price20	Historical Price21	Historical Price22	Historical Price23	Historical Price24	Interpolation Counter
		106	SYEB	============	370PR	EMP 4 CANDLESTICK STERLIN	781642007694	31	US-PREMPIRE	LIGHTING	042670US-PR	Y	D		N	37.4900000	0.00000000	.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20150806		2	0	0	0	0	0	0	0	0	0	0	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
	CREATIVE	812	1500	163743	380706	4X VA DAISY CREAM BONE CH	5050993043848	10	40045V AND A	DINNERWARE00101312	00000040045	Y	A	E	N	3.32      	6.4       	0.0	0	0	500	550	0	846	75	0	150	1750	697	0	1251	0	0	756	0	0	2418	200	643	173	80	0	180	2375	756	0	0	0	1064	450	500	0	113	200	0	0	500	550	0	846	75	0	150	1750	697	0	1251	0	0	756	0	0	2418	200	643	173	80	0	180	2375	756	0	0	0	1064	450	500	0	113	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20120718		300	0	0	0	0	0	0	0	0	0	0	0	.000000000	.000000000	6.4       	9.88000000	9.72000000	.000000000	9.98000000	9.93000000	6.4       	9.69000000	9.47000000	9.75000000	.000000000	9.69000000	6.40000000	6.40000000	10.2800000	6.40000000	6.40000000	10.9500000	10.8700000	10.7700000	10.6700000	17.6000000	10.6800000	13
		812	1500	============	380706	4X VA DAISY CREAM BONE CH	5050993043848	10	40045V AND A	DINNERWARE00101312	00000040045	Y	A	E	N	3.32000000	6.40000000	.0	0	0	500	550	0	846	75	0	150	1750	697	0	1251	0	0	756	0	0	2418	200	643	173	80	0	180	2375	756	0	0	0	1064	450	500	0	113	200	0	0	500	550	0	846	75	0	150	1750	697	0	1251	0	0	756	0	0	2418	200	643	173	80	0	180	2375	756	0	0	0	1064	450	500	0	113	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20120718		300	0	0	0	0	0	0	0	0	0	0	0	0.00000000	0.00000000	0.00000000	9.88000000	9.72000000	0.00000000	9.98000000	9.93000000	0.00000000	9.69000000	9.47000000	9.75000000	0.00000000	9.69000000	0.00000000	0.00000000	10.2800000	0.00000000	0.00000000	10.9500000	10.8700000	10.7700000	10.6700000	17.6000000	0.00000000	
	CREATIVE	812	1500	163743	386176	4X VA VENETIAN BLUE BONE	5050993043824	10	40045V AND A	DINNERWARE00101312	00000040045	Y	A	E	N	3.31      	6.4       	0.0	0	1125	750	175	0	0	0	0	306	81	675	0	693	1080	730	449	0	0	743	460	835	330	345	0	0	2007	756	320	0	0	1750	800	900	0	398	1100	0	1125	750	175	0	0	0	0	306	81	675	0	693	1080	730	449	0	0	743	460	835	330	345	0	0	2007	756	320	0	0	1750	800	900	0	398	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20120718		875	0	0	0	0	0	0	0	0	0	0	0	.000000000	.000000000	9.67000000	9.88000000	9.82000000	6.4       	6.4       	6.4       	6.4       	9.69000000	9.49000000	9.52000000	6.40000000	9.74000000	9.99000000	10.1200000	10.3100000	.000000000	6.40000000	10.9900000	10.8700000	10.7800000	10.7200000	17.6700000	.000000000	13
		812	1500	============	386176	4X VA VENETIAN BLUE BONE	5050993043824	10	40045V AND A	DINNERWARE00101312	00000040045	Y	A	E	N	3.31000000	6.40000000	.0	0	1125	750	175	0	0	0	0	306	81	675	0	693	1080	730	449	0	0	743	460	835	330	345	0	0	2007	756	320	0	0	1750	800	900	0	398	1100	0	1125	750	175	0	0	0	0	306	81	675	0	693	1080	730	449	0	0	743	460	835	330	345	0	0	2007	756	320	0	0	1750	800	900	0	398	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20120718		875	0	0	0	0	0	0	0	0	0	0	0	0.00000000	0.00000000	9.67000000	9.88000000	9.82000000	0.00000000	0.00000000	0.00000000	0.00000000	9.69000000	9.49000000	9.52000000	0.00000000	9.74000000	9.99000000	10.1200000	10.3100000	0.00000000	0.00000000	10.9900000	10.8700000	10.7800000	10.7200000	17.6700000	0.00000000	
	BORGES	106	SYEB	135930	388BDPR	EMP 4 1/8 BEAD BORDER CAN	781642007700	10	US-PREMPIRE	LIGHTING	002350US-PR	N			N	32.68     	0.00000000	.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160202		2	0	0	0	0	0	0	0	0	0	0	0	.000000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
		106	SYEB	============	388BDPR	EMP 4 1/8 BEAD BORDER CAN	781642007700	10	US-PREMPIRE	LIGHTING	002350US-PR	Y			N	32.6800000	0.00000000	.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160202		2	0	0	0	0	0	0	0	0	0	0	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
	BORGES	106	SYEB	115507	388PR	EMP 4 1/8 PLN BORDER CNDL	781642007717	10	US-PREMPIRE	LIGHTING	056790US-PR	N	D		N	28.0000000	0.00000000	0.0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20150107		8	0	0	0	0	0	0	0	0	0	0	0	.000000000	.000000000	.000000000	41.1500000	.000000000	41.1500000	.000000000	.000000000	.000000000	.000000000	.000000000	43.0100000	.000000000	.000000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	13
	BORGES	106	SYEB	135930	388PR	EMP 4 1/8 PLN BORDER CNDL	781642007717	10	US-PREMPIRE	LIGHTING	002350US-PR	N	D		N	28.0000000	0.00000000	0.0	0	0	4	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20150113		12	0	0	0	0	0	0	0	0	0	0	0	.000000000	.000000000	.000000000	41.1500000	41.1500000	.000000000	.000000000	.000000000	.000000000	43.0100000	.000000000	.000000000	.000000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	13
	SCHUMM	106	SYEB	9999999	388PR	EMP 4 1/8 PLN BORDER CNDL	781642007717	10	US-PREMPIRE	LIGHTING	000000US-PR	N	C		N	28.0000000	0.00000000	0.0	0	6	2	8	24	0	0	0	0	4	0	0	0	18	0	2	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	8	24	0	0	0	0	4	0	0	0	18	0	2	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20140805		2	0	0	0	0	0	0	0	0	0	0	0	.000000000	.000000000	41.1500000	41.1500000	41.1500000	41.1500000	.000000000	.000000000	.000000000	.000000000	43.0100000	.000000000	.000000000	.000000000	43.0100000	.000000000	43.0100000	43.0100000	43.0100000	.000000000	0.000	0.000	0.000	0.000	0.000	13
		106	SYEB	============	388PR	EMP 4 1/8 PLN BORDER CNDL	781642007717	10	US-PREMPIRE	LIGHTING	000000US-PR	Y	C		N	28.0000000	0.00000000	.0	0	6	8	10	26	0	0	0	4	4	0	0	0	18	0	2	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	10	26	0	0	0	4	4	0	0	0	18	0	2	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20140805		22	0	0	0	0	0	0	0	0	0	0	0	0.00000000	0.00000000	41.1500000	41.1500000	41.1500000	41.1500000	0.00000000	0.00000000	0.00000000	43.0100000	43.0100000	0.00000000	0.00000000	0.00000000	43.0100000	0.00000000	43.0100000	43.0100000	43.0100000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
	DIBBLE	401	1000	103726	39529BL-10	FW BASC 5QT COLANDER RD W	024131020980	10	40005FARBERWARE	GADGETS00101032	00708040005	Y	A	A	Y	0.81      	1.78      	15.2	3960	4320	3600	360	6480	6480	2880	6480	7920	4320	4680	8640	2160	3600	3240	5760	6120	5760	4680	5040	6120	5400	7560	4680	3960	360	5760	9720	6840	6834	6024	4908	6558	5922	6090	4326	3960	4320	3600	360	6480	6480	2880	6480	7920	4320	4680	8640	2160	3600	3240	5760	6120	5760	4680	5040	6120	5400	7560	4680	3960	360	5760	9720	6840	6834	6024	4908	6558	5922	6090	4326	8629	5337	4555	5852	4667	3859	4791	4883	3979	5590	3673	4472	5138	5337	4555	5852	4667	3859	4791	4883	3979	5590	3673	4472	20070507		2520	0	0	0	0	0	0	0	0	0	0	0	.810000000	1.78000000	1.78000000	1.78000000	1.78000000	1.78000000	1.73000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	13
	SIMPATIC	401	1000	9999999	39529BL-10	FW BASC 5QT COLANDER RD W	024131020980	10	40005FARBERWARE	GADGETS00101032	00000040005	N	D		N	0.81      	1.78      	0.0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20150912		0	0	0	0	0	0	0	0	0	0	0	0	.810000000	1.78000000	1.78      	1.78      	1.78      	1.74000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5
		401	1000	============	39529BL-10	FW BASC 5QT COLANDER RD W	024131020980	10	40005FARBERWARE	GADGETS00101032	00000040005	Y	D		N	0.81000000	1.78000000	.0	3961	4320	3600	360	6486	6480	2880	6480	7920	4320	4680	8640	2160	3600	3240	5760	6120	5760	4680	5040	6120	5400	7560	4680	3960	360	5760	9720	6840	6834	6024	4908	6558	5922	6090	4326	3961	4320	3600	360	6486	6480	2880	6480	7920	4320	4680	8640	2160	3600	3240	5760	6120	5760	4680	5040	6120	5400	7560	4680	3960	360	5760	9720	6840	6834	6024	4908	6558	5922	6090	4326	8629	5337	4555	5852	4667	3859	4791	4883	3979	5590	3673	4472	5138	5337	4555	5852	4667	3859	4791	4883	3979	5590	3673	4472	20150912		2520	0	0	0	0	0	0	0	0	0	0	0	0.81000000	1.78000000	1.78000000	1.78000000	1.78000000	1.77996299	1.73000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	1.69000000	
	SCHUMM	106	SYEB	9999999	3BD	EMP SALT-PEPPER TRAY ONLY	781642007779	10	US-PREMPIRE	ENT/SERVEWAR	000000US-PR	N			N	18.64     	0.00000000	0.0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160112		0	0	0	0	0	0	0	0	0	0	0	0	19.5800000	24.5300000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1
		106	SYEB	============	3BD	EMP SALT-PEPPER TRAY ONLY	781642007779	10	US-PREMPIRE	ENT/SERVEWAR	000000US-PR	Y			N	18.6400000	0.00000000	.0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160112		0	0	0	0	0	0	0	0	0	0	0	0	19.5800000	24.5300000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
	HABERKOR	102	SYML	155438	4003706	MAZE COLD MEAT FORK-18/10	044228002927	40	US-METALSTOWLE	SS FLTWRE	00000METALS	N	D		N	1.92      	9.99      	0.0	14	6	10	0	2	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	10	0	2	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20150622		0	0	0	0	0	0	0	0	0	0	0	0	1.92000000	2.99000000	2.99000000	2.99000000	.000000000	2.99000000	.000000000	2.99000000	2.99000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8
	HABERKOR	102	SYML	157318	4003706	MAZE COLD MEAT FORK-18/10	044228002927	40	US-METALSTOWLE	SS FLTWRE	00000METALS	N	D		N	1.92      	9.99      	0.0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151203		0	0	0	0	0	0	0	0	0	0	0	0	1.92000000	9.99      	2.99000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2
		102	SYML	============	4003706	MAZE COLD MEAT FORK-18/10	044228002927	40	US-METALSTOWLE	SS FLTWRE	00000METALS	Y	D		N	1.92000000	9.99000000	.0	14	20	10	0	2	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	20	10	0	2	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151203		0	0	0	0	0	0	0	0	0	0	0	0	1.92000000	2.99000000	2.99000000	2.99000000	0.00000000	2.99000000	0.00000000	2.99000000	2.99000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
	HABERKOR	102	SYML	151638	4003712	MAZE DINNER KNIFE-18/10 S	044228002934	40	US-METALSTOWLE	SS FLTWRE	00000METALS	N	D		N	0.78      	2.99      	0.0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151029		0	0	0	0	0	0	0	0	0	0	0	0	.780000000	2.99      	2.99000000	2.99      	2.99000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4
	HABERKOR	102	SYML	157318	4003712	MAZE DINNER KNIFE-18/10 S	044228002934	40	US-METALSTOWLE	SS FLTWRE	00000METALS	N	D		N	0.78      	7.99      	0.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151203		0	0	0	0	0	0	0	0	0	0	0	0	.780000000	7.99      	2.99000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2
		102	SYML	============	4003712	MAZE DINNER KNIFE-18/10 S	044228002934	40	US-METALSTOWLE	SS FLTWRE	00000METALS	Y	D		N	0.78000000	7.99000000	.0	0	26	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151203		0	0	0	0	0	0	0	0	0	0	0	0	0.00000000	0.00000000	2.99000000	0.00000000	2.99000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
	KELLNER	102	SYML	113887	4003716	MAZE SALAD FORK-18/10 STA	044228002972	40	US-METALSTOWLE	SS FLTWRE	05229METALS	N	D		N	1.06      	0.25      	0.0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151016		0	0	0	0	0	0	0	0	0	0	0	0	1.06000000	0.25      	0.25      	0.25      	.250000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4
		102	SYML	============	4003716	MAZE SALAD FORK-18/10 STA	044228002972	40	US-METALSTOWLE	SS FLTWRE	05229METALS	Y	D		N	1.06000000	0.25000000	.0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151016		0	0	0	0	0	0	0	0	0	0	0	0	0.00000000	0.00000000	0.00000000	0.00000000	0.25000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
	KANTER	100	SYML	106485	4005024	S2 ESPRESSO OVERLAPPING C	028225009738	10	US-HDMELANNCO	SHELVES-CUBE00101284	000000US-HD	N	C		N	5.74      	7.5       	0.0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20141126		0	0	0	0	0	0	0	0	0	0	0	0	5.74000000	7.5       	7.5       	7.5       	7.5       	7.5       	7.5       	7.5       	7.5       	7.5       	7.5       	7.50000000	7.50000000	.000000000	.000000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	13
	OLOHAN	100	SYML	107168	4005024	S2 ESPRESSO OVERLAPPING C	028225009738	10	US-HDMELANNCO	SHELVES-CUBE00101284	026260US-HD	N	B		Y	5.74      	7.00000000	43.5	160	0	0	180	212	28	60	0	400	0	0	0	300	0	0	0	0	0	120	60	120	240	0	0	0	72	152	252	44	44	76	0	0	96	104	108	160	0	0	180	212	28	60	0	400	0	0	0	300	0	0	0	0	0	120	60	120	240	0	0	0	72	152	252	44	44	76	0	0	96	104	108	40	48	155	241	28	118	33	118	200	70	33	213	50	48	155	241	28	118	33	118	200	70	33	213	20100915		0	0	0	0	0	0	0	0	0	0	0	0	5.74000000	6.07000000	.000000000	.000000000	6.07000000	6.07000000	6.07000000	6.07000000	.000000000	6.07000000	.000000000	6.20000000	6.20000000	6.08000000	.000000000	.000000000	.000000000	.000000000	6.20000000	6.08000000	6.20000000	6.20000000	6.20000000	.000000000	.000000000	13
	KANTER	100	SYML	114202	4005024	S2 ESPRESSO OVERLAPPING C	028225009738	10	US-HDMELANNCO	SHELVES-CUBE00101284	053550US-HD	N	B		N	5.74      	6.00000000	0.0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20150625		0	0	0	0	0	0	0	0	0	0	0	0	5.74000000	6.00000000	6.00000000	6.00000000	6.00000000	7.75000000	.000000000	.000000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8
	WANG	100	SYML	135930	4005024	S2 ESPRESSO OVERLAPPING C	028225009738	10	US-HDMELANNCO	SHELVES-CUBE00101284	002350US-HD	Y	C		Y	5.74      	9.5       	77.8	0	0	0	0	20	0	12	28	0	8	0	4	40	64	4	40	16	4	20	28	20	84	88	92	88	60	28	4	4	12	40	8	48	20	4	16	0	0	0	0	20	0	12	28	0	8	0	4	40	64	4	40	16	4	20	28	20	84	88	92	88	60	28	4	4	12	40	8	48	20	4	16	16	4	20	48	8	40	12	4	2	0	1	1	3	2	3	1	1	1	1	2	2	0	1	1	20120327		0	0	0	0	0	0	0	0	0	0	0	0	5.74000000	9.5       	9.5       	9.5       	9.5       	10.0000000	.000000000	10.0000000	10.0000000	9.5       	10.0000000	9.50000000	10.0000000	10.0000000	10.0000000	10.0000000	10.0000000	10.0000000	10.0000000	10.0000000	10.0000000	10.0000000	10.0000000	10.0000000	10.0000000	13
