A,A556-KSCHL,SOrg,DC,A556-KNUMA,Agreement Description,MG5,Material group 5 Description,A556-DATAB,A556-DATBI,  % * 10,Licensor #,Licensor Name
V,ZRSA,SYCF,1,1069,Royalty % Licensr1,RRM,LIQUID MOTION - ROTISSERIE ROASTER,4/1/2015,12/31/9999,-10,500033,Liquid Motion
V,ZRSA,SYCF,1,1069,Royalty % Licensr1,MRR,ROTISS ROASTER AS SEEN ON TV-EXPIRED,4/1/2015,12/31/9999,-10,500033,Liquid Motion
V,ZRSA,SYCF,1,1069,Royalty % Licensr1,MRC,ROTISS ROASTER DRTV COMM SALES-EXPIRED,4/1/2015,12/31/9999,-10,500033,Liquid Motion
V,ZRSA,SYCF,1,1069,Royalty % Licensr1,MIO,LIQUID MOTION (MISTO) & SAVORA SPRAYER,4/1/2015,12/31/9999,-10,500033,Liquid Motion
V,ZRSA,SYCF,1,1069,Royalty % Licensr1,MI5,LIQUID MOTION (MISTO-NON-METAL SPRAYERS),4/1/2015,12/31/9999,-10,500033,Liquid Motion
V,ZRSA,SYCF,1,1069,Royalty % Licensr1,MI2,LIQUID MOTION (MISTO - NON-SPRAYERS),4/1/2015,12/31/9999,-10,500033,Liquid Motion
V,ZRSA,SYCF,1,1231,Royalty % Licensr1,NG1,NANCY GREEN DESIGN 2%,6/25/2015,12/31/9999,-75,500200,Nancy Green Design
V,ZRSA,SYCF,1,1024,Royalty % Licensr1,MHL,Marinating-Season Stick Retail < 2.99,4/1/2015,12/31/9999,-75,500114,Mary L Hunter
V,ZRSA,SYCF,1,1024,Royalty % Licensr1,MHG,Marinating-Season Stick Retail > 2.99,4/1/2015,12/31/9999,-75,500114,Mary L Hunter
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,FHR,DO NOT USE - USE MG5 FHA,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,FHA,FOOD HUG RTL IN ALL CNTRY NON KA 3.5%,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,HAT,DO NOT USE - USE MG5 HAE,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,HAE,HANTOVER - EMPTY BLOCKS,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,FHK,FOOD HUG RTL KA 3%,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,ERF,LESIA K & CO-EASY RELEASE FOOD CONTAINER,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,EGG,EGGZOOKA - IDEAVILLAGE,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,DRR,DO NOT USE - USE MG5 DFB,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,DRK,DO NOT USE - USE MG5 DFB,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,DRA,D GREENBERG REDUCED 1.5%,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,DKC,DANIEL GREENBERG-KA OR CUISINART,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,DGR,DANIEL GREENBERG-NON KA OR CUISINART,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,DFB,FARBERWARE & DAN GREENBERG,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,DAL,PRODUCE FRESHES-RETAIL<2.99,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,DAG,PRODUCE FRESHES-RETAIL > 2.99,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,CYW,Snap Hook (Snap N Hang),4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,CYK,SNAP HOOK KA BRANDED,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,CEI,CULINARY EXPRESSIONS - KITCHEN GADGETS,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,CAT,CATANNA LLC CUTLERY CUP NON KITCHENAD 5%,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,CAR,TERRIFIC TUNA CAN OPENER,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,CAK,CATANNA LLC CUTLERY CUP KITCHENAID 3%,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,BBG,BAGEL BITER – GOOD IDEA,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,BBC,DO NOT USE - USE MG5 BBG,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,AT5,ADJUSTABLE TONGS - NON KA,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,AT4,ADJUSTABLE TONGS - KA,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,SNF,DO NOT USE - USE MG5 IPC,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,SNA,SNACK TAPE - STAYSEAL,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,RRM,LIQUID MOTION - ROTISSERIE ROASTER,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,PT5,PULL TIES-NON KA BRAND -LICENSE EXPIRED,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,PT4,PULL TIES - KA BRAND - LICENSE EXPIRED,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,PC5,TRIDENT DESIGN (PITZO PIZZA CUTTER),4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,PC3,DO NOT USE - USE MG5 PC5,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,OFT,FOOD TENT - EDISON NATION,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,MRR,ROTISS ROASTER AS SEEN ON TV-EXPIRED,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,MRC,ROTISS ROASTER DRTV COMM SALES-EXPIRED,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,MHL,Marinating-Season Stick Retail < 2.99,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,MHG,Marinating-Season Stick Retail > 2.99,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,MEU,CRUMBS AWAY UTILITY TRAY - US,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,MED,CRUMBS AWAY UTILITY TRAY OUTSIDE US,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,MAG,MAGLID,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,LRW,EASY OPEN COLANDER REDUCED WHOLESALE CL,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,LRQ,DO NOT USE - USE MG5 ERF,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,KER,KITCHEN AID & LESIA K - EASY RELEASE,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,JCK,JC FOLDING SPLATTER SCREEN KA 2%,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,JCA,JC FOLDING SPLATTER SCREEN NON KA 3%,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,IPC,SNACK TOPPER - IDEAVILLAGE,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,HW7,DEBBIE MEYER - BAGS,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,HEA,HEALY INTL THERMAL REGULATING INSERT 3%,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,HD5,JOHN ROMANO HOT DOG STUFFER - NON KA,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,HD3,JOHN ROMANO HOT DOG STUFFER - KA,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1088,Royalty % Licensr1,NA3,NAUTICA - BEVERAGEWARE,4/1/2015,12/31/9999,-50,500036,Nautica
V,ZRSA,SYCF,1,1079,Royalty % Licensr1,MM1,MONASHEE MKTG NO OTHER ROY DUE ON ITEM,4/1/2015,12/31/9999,-75,500035,Monashee
V,ZRSA,SYCF,1,1088,Royalty % Licensr1,NAI,DNU,4/1/2015,12/31/9999,-50,500036,Nautica
V,ZRSA,SYCF,1,1088,Royalty % Licensr1,NA6,NAUTICA - FLATWARE,4/1/2015,12/31/9999,-50,500036,Nautica
V,ZRSA,SYCF,1,1088,Royalty % Licensr1,NA5,NAUTICA - PANTRYWARE,4/1/2015,12/31/9999,-50,500036,Nautica
V,ZRSA,SYCF,1,1088,Royalty % Licensr1,NA4,NAUTICA - LIGHTING ITEMS,4/1/2015,12/31/9999,-50,500036,Nautica
V,ZRSA,SYCF,1,1088,Royalty % Licensr1,NA2,NAUTICA - ACCESSORIES,4/1/2015,12/31/9999,-50,500036,Nautica
V,ZRSA,SYCF,1,1088,Royalty % Licensr1,NA1,NAUTICA - DINNERWARE,4/1/2015,12/31/9999,-50,500036,Nautica
V,ZRSA,SYCF,1,1094,Royalty % Licensr1,NSR,DO NOT USE - USE MG5 NSM,4/1/2015,12/31/9999,-75,500125,North South Partners LLC
V,ZRSA,SYCF,1,1094,Royalty % Licensr1,NSM,NORTH SOUTH PARTNERS (WORLD ART GROUP),4/1/2015,12/31/9999,-75,500125,North South Partners LLC
V,ZRSA,SYCF,1,1096,Royalty % Licensr1,CSB,DO NOT USE - USE MG5 CS3,4/1/2015,12/31/9999,-75,500116,Otto International LLC
V,ZRSA,SYCF,1,1096,Royalty % Licensr1,OIB,BOMBAY,4/1/2015,12/31/9999,-75,500116,Otto International LLC
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PTC,PEDRINI ODOR ABSORB SPLAT SCREEN COSTCO,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PTA,PEDRINI & THADEUS ALEMAO (ODOR ABSORB),4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PWB,Pedrini water bottles,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PTT,Pedrini tabletop,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PTM,Pedrini travel mug,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PTK,PEDRINI - TEA KETTLES,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PSB,Pedrini PPZ Societa Silicone Bakeware,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PPT,Pedrini Perfect Tears,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PPB,Pedrini PPZ Societa Paper Bakeware,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,POB,Pedrini PPZ Societa Other Bakeware,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PHY,pedrini hydration,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PGT,Pedrini PPZ Societa Gadgets & Tools,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PFL,Pedrini flatware,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PEL,Pedrini ECO Life,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PCW,Pedrini Cookware,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PCO,Pedrini override 3%,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PCC,Pedrini PPZ Societa Cutlery/Cutting Boar,4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1099,Royalty % Licensr1,PAM,PEDRINI & LIQUID MOTION (MISTO),4/1/2015,12/31/9999,-75,500039,Pedrini PPL
V,ZRSA,SYCF,1,1100,Royalty % Licensr1,PEW,DO NOT USE - USE MG5 DA5,4/1/2015,12/31/9999,-75,500040,Penny Lane Publishing
V,ZRSA,SYCF,1,1100,Royalty % Licensr1,FID,DO NOT USE - USE MG5 DA5,4/1/2015,12/31/9999,-75,500040,Penny Lane Publishing
V,ZRSA,SYCF,1,1100,Royalty % Licensr1,DA5,PENNY LANE PUBLISHING,4/1/2015,12/31/9999,-75,500040,Penny Lane Publishing
V,ZRSA,SYCF,1,1100,Royalty % Licensr1,DA3,DO NOT USE - USE MG5 DA5,4/1/2015,12/31/9999,-75,500040,Penny Lane Publishing
V,ZRSA,SYCF,1,1100,Royalty % Licensr1,DA1,DO NOT USE - USE MG5 DA5,4/1/2015,12/31/9999,-75,500040,Penny Lane Publishing
V,ZRSA,SYCF,1,1101,Royalty % Licensr1,PGF,GUY FIERI PERFECT TEAR,4/1/2015,12/31/9999,-75,500041,Perfect Tears ( to HR)
V,ZRSA,SYCF,1,1098,Royalty % Licensr1,PBD,Paul Brent Designer,4/1/2015,12/31/9999,-75,500038,Paul brent Designer Inc
V,ZRSA,SYCF,1,1098,Royalty % Licensr1,PB1,DO NOT USE - USE MG5 PBD,4/1/2015,12/31/9999,-75,500038,Paul brent Designer Inc
V,ZRSA,SYCF,1,1101,Royalty % Licensr1,VPT,VASCONIA PERFECT TEARS - DO NOT USE,4/1/2015,12/31/9999,-75,500041,Perfect Tears ( to HR)
V,ZRSA,SYCF,1,1101,Royalty % Licensr1,PTE,Perfect Tear,4/1/2015,12/31/9999,-75,500041,Perfect Tears ( to HR)
V,ZRSA,SYCF,1,1101,Royalty % Licensr1,PPT,Pedrini Perfect Tears,4/1/2015,12/31/9999,-75,500041,Perfect Tears ( to HR)
V,ZRSA,SYCF,1,1101,Royalty % Licensr1,KPT,KITCHENAID PERFECT TEARS-LICENSE EXPIRED,4/1/2015,12/31/9999,-75,500041,Perfect Tears ( to HR)
V,ZRSA,SYCF,1,1101,Royalty % Licensr1,FPT,Farberware Perfect Tears,4/1/2015,12/31/9999,-75,500041,Perfect Tears ( to HR)
V,ZRSA,SYCF,1,1101,Royalty % Licensr1,CPT,CUISINART PERFECT TEAR,4/1/2015,12/31/9999,-75,500041,Perfect Tears ( to HR)
V,ZRSA,SYCF,1,1102,Royalty % Licensr1,PRM,PIERRE ROHATYN - MIKASA,4/1/2015,12/31/9999,-75,500042,Pierrie Rohatyn( Garnishment - To F
V,ZRSA,SYCF,1,1103,Royalty % Licensr1,PTR,POOCHINI & TIEGREEN RTL 5%,4/1/2015,12/31/9999,-75,500043,Poochini and Friends
V,ZRSA,SYCF,1,1103,Royalty % Licensr1,PTL,POOCHINI & TIEGREEN - MERISELLA,4/1/2015,12/31/9999,-75,500043,Poochini and Friends
V,ZRSA,SYCF,1,1103,Royalty % Licensr1,PFV,POOCHINI & TIEGREEN - VILLA DE LA LUNA,4/1/2015,12/31/9999,-75,500043,Poochini and Friends
V,ZRSA,SYCF,1,1103,Royalty % Licensr1,PFP,POOCHINI & TIEGREEN - PISTOULET,4/1/2015,12/31/9999,-75,500043,Poochini and Friends
V,ZRSA,SYCF,1,1105,Royalty % Licensr1,SFS,SAL FIOLA UNIVERSAL SHELF ORGANIZER,4/1/2015,12/31/9999,-75,500045,Sal Fiola
V,ZRSA,SYCF,1,1105,Royalty % Licensr1,SFI,Sal Fiola,4/1/2015,12/31/9999,-75,500045,Sal Fiola
V,ZRSA,SYCF,1,1105,Royalty % Licensr1,SF2,SAL FIOLA DOUBLE SIDED NAPKIN HOLDER,4/1/2015,12/31/9999,-75,500045,Sal Fiola
V,ZRSA,SYCF,1,1106,Royalty % Licensr1,SAS,Sasaki Glass Company,4/1/2015,12/31/9999,-75,500046,Sasaki
V,ZRSA,SYCF,1,1107,Royalty % Licensr1,SOH,SOHO Spice,4/1/2015,12/31/9999,-50,500047,SOHO Spices  Inc.
V,ZRSA,SYCF,1,1110,Royalty % Licensr1,TA5,Thaddeus Alemao  - not KA,4/1/2015,12/31/9999,-75,500050,Thaddeus Alemao
V,ZRSA,SYCF,1,1110,Royalty % Licensr1,TA3,Thaddeus Alemao  - KA,4/1/2015,12/31/9999,-75,500050,Thaddeus Alemao
V,ZRSA,SYCF,1,1110,Royalty % Licensr1,TA2,DO NOT USE - USE TA5,4/1/2015,12/31/9999,-75,500050,Thaddeus Alemao
V,ZRSA,SYCF,1,1110,Royalty % Licensr1,PTC,PEDRINI ODOR ABSORB SPLAT SCREEN COSTCO,4/1/2015,12/31/9999,-75,500050,Thaddeus Alemao
V,ZRSA,SYCF,1,1110,Royalty % Licensr1,PTA,PEDRINI & THADEUS ALEMAO (ODOR ABSORB),4/1/2015,12/31/9999,-75,500050,Thaddeus Alemao
V,ZRSA,SYCF,1,1111,Royalty % Licensr1,PT5,PULL TIES-NON KA BRAND -LICENSE EXPIRED,4/1/2015,12/31/9999,-75,500051,Think up designs
V,ZRSA,SYCF,1,1111,Royalty % Licensr1,PT4,PULL TIES - KA BRAND - LICENSE EXPIRED,4/1/2015,12/31/9999,-75,500051,Think up designs
V,ZRSA,SYCF,1,1111,Royalty % Licensr1,AT5,ADJUSTABLE TONGS - NON KA,4/1/2015,12/31/9999,-75,500051,Think up designs
V,ZRSA,SYCF,1,1111,Royalty % Licensr1,AT4,ADJUSTABLE TONGS - KA,4/1/2015,12/31/9999,-75,500051,Think up designs
V,ZRSA,SYCF,1,1112,Royalty % Licensr1,CCH,COFFEE CAPSULE HOLDER,4/1/2015,12/31/9999,-75,500052,Think up innovations
V,ZRSA,SYCF,1,1113,Royalty % Licensr1,PTR,POOCHINI & TIEGREEN RTL 5%,4/1/2015,12/31/9999,-75,500053,Tiegreen LTD
V,ZRSA,SYCF,1,1113,Royalty % Licensr1,PTL,POOCHINI & TIEGREEN - MERISELLA,4/1/2015,12/31/9999,-75,500053,Tiegreen LTD
V,ZRSA,SYCF,1,1113,Royalty % Licensr1,PFV,POOCHINI & TIEGREEN - VILLA DE LA LUNA,4/1/2015,12/31/9999,-75,500053,Tiegreen LTD
V,ZRSA,SYCF,1,1113,Royalty % Licensr1,PFP,POOCHINI & TIEGREEN - PISTOULET,4/1/2015,12/31/9999,-75,500053,Tiegreen LTD
V,ZRSA,SYCF,1,1114,Royalty % Licensr1,PC5,TRIDENT DESIGN (PITZO PIZZA CUTTER),4/1/2015,12/31/9999,-75,500054,Trident Design LLC
V,ZRSA,SYCF,1,1114,Royalty % Licensr1,PC3,DO NOT USE - USE MG5 PC5,4/1/2015,12/31/9999,-75,500054,Trident Design LLC
V,ZRSA,SYCF,1,1116,Royalty % Licensr1,VPT,VASCONIA PERFECT TEARS - DO NOT USE,4/1/2015,12/31/9999,-75,500056,Grupo Vasconia
V,ZRSA,SYCF,1,1116,Royalty % Licensr1,EKC,"Ekco, SAB (Vasconia)",4/1/2015,12/31/9999,-75,500056,Grupo Vasconia
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,WDM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,WVR,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,WVM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,WDR,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,WAV,LTB-WILD APPLE,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,WAM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,VJN,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,PSR,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,PSM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,PEM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,PAR,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,LIS,LISA AUDIT-WILD APPLE GRPHCS- EXPIRED,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,LIM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,AVM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,AVE,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,ATR,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,ATM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1152,Royalty % Licensr1,JCD,J. CHILLIN DESIGN 5%,4/1/2015,12/31/9999,-50,500147,J. Chillin Design LLC
V,ZRSA,SYCF,1,1118,Royalty % Licensr1,REO,REO BRAND (WORLD HUNGER YEAR),4/1/2015,12/31/9999,-75,500133,"WORLD HUNGER YEAR, INC"
V,ZRSA,SYCF,1,1120,Royalty % Licensr1,TCP,TUNA CAN PRESS (ZACHARY HUGHS),4/1/2015,12/31/9999,-75,500058,Zachary Hughs
V,ZRSA,SYCF,1,1124,Royalty % Licensr1,AMJ,GREEN SNOW - RETAIL,4/1/2015,12/31/9999,-50,500118,Angus McArthur & John Green
V,ZRSA,SYCF,1,1125,Royalty % Licensr1,ARD,ARTORI DESIGN 7%,4/1/2015,12/31/9999,-50,500158,Artori Design
V,ZRSA,SYCF,1,1164,Royalty % Licensr1,JGD,JULIE GAILLARD DESIGN 8%,4/1/2015,12/31/9999,-50,500163,Julie Gaillard Design
V,ZRSA,SYCF,1,1172,Royalty % Licensr1,RSR,R. SWINTON - TRAIN-STYLED CUPCAKE BAKING,4/1/2015,12/31/9999,-50,500127,Robert D Swinton
V,ZRSA,SYCF,1,1176,Royalty % Licensr1,SL1,STUDIO LEVIEN 5%,4/1/2015,12/31/9999,-50,500162,Studio Levien
V,ZRSA,SYCF,1,1180,Royalty % Licensr1,SSS,THIRD PRIME (SKULL SHAPED SUGAR SHAKER),4/1/2015,12/31/9999,-50,500128,Third Prime  LLC
V,ZRSA,SYCF,1,1180,Royalty % Licensr1,CDD,THIRD PRIME (CLEAN-DIRTY SIGN),4/1/2015,12/31/9999,-50,500128,Third Prime  LLC
V,ZRSA,SYUS,1,1184,Royalty % Licensr1,FHR,DO NOT USE - USE MG5 FHA,4/1/2015,12/31/9999,-75,500178,"Food Huggers, Inc."
V,ZRSA,SYUS,1,1184,Royalty % Licensr1,FHK,FOOD HUG RTL KA 3%,4/1/2015,12/31/9999,-75,500178,"Food Huggers, Inc."
V,ZRSA,SYUS,1,1184,Royalty % Licensr1,FHA,FOOD HUG RTL IN ALL CNTRY NON KA 3.5%,4/1/2015,12/31/9999,-75,500178,"Food Huggers, Inc."
V,ZRSA,SYUS,1,1185,Royalty % Licensr1,MHL,Marinating-Season Stick Retail < 2.99,4/1/2015,12/31/9999,-75,500179,"Television Food Network, G.P."
V,ZRSA,SYUS,1,1185,Royalty % Licensr1,MHG,Marinating-Season Stick Retail > 2.99,4/1/2015,12/31/9999,-75,500179,"Television Food Network, G.P."
V,ZRSA,SYUS,1,1185,Royalty % Licensr1,DAL,PRODUCE FRESHES-RETAIL<2.99,4/1/2015,12/31/9999,-75,500179,"Television Food Network, G.P."
V,ZRSA,SYUS,1,1185,Royalty % Licensr1,DAG,PRODUCE FRESHES-RETAIL > 2.99,4/1/2015,12/31/9999,-75,500179,"Television Food Network, G.P."
V,ZRSA,SYUS,1,1186,Royalty % Licensr1,199,KATIE ALICE,4/1/2015,12/31/9999,-75,500180,Katie Alice
V,ZRSA,SYUS,1,1187,Royalty % Licensr1,KPR,KIM PARKER RTL 5%,4/1/2015,12/31/9999,-75,500181,Kim Parker
V,ZRSA,SYUS,1,1188,Royalty % Licensr1,SMD,SABATIER BRAND WITH 2% MYDESIGN GROUP,4/1/2015,12/31/9999,-75,500182,"Mydesign Group, Inc."
V,ZRSA,SYUS,1,1188,Royalty % Licensr1,MD1,MYDESIGN GROUP W SIGNATURE MUG HANDLE 1%,4/1/2015,12/31/9999,-75,500182,"Mydesign Group, Inc."
V,ZRSA,SYUS,1,1188,Royalty % Licensr1,MD3,MYDESIGN SAVORA & BUILT 3%,4/1/2015,12/31/9999,-75,500182,"Mydesign Group, Inc."
