KAPPL	KSCHL	VKORG	ZZ_MVGR5	DATBI	KNUMA	DATAB	KNUMH
V	ZRP1	SYUS	FPB	2016/12/31	1361	2016/01/01	0004182143
V	ZRP1	SYUS	FPC	2014/12/31	10114-US	2014/01/01	0003141954
V	ZRP1	SYUS	FPC	2015/12/31	924	2015/04/01	0003928437
V	ZRP1	SYUS	FPC	2015/12/31	1053	2015/04/01	0003929796
V	ZRP1	SYUS	FPC	2016/12/31	1361	2016/01/01	0004182142
V	ZRP1	SYUS	FPS	2014/12/31	10018-US	2014/01/01	0003141626
V	ZRP1	SYUS	FPS	2015/12/31	822	2015/04/01	0003927519
V	ZRP1	SYUS	FPS	2015/12/31	970	2015/04/01	0003929352
V	ZRP1	SYUS	FPS	2016/12/31	1262	2016/01/01	0004180940
V	ZRP1	SYUS	FPT	2014/12/31	10018-US	2014/01/01	0003141630
V	ZRP1	SYUS	FPT	2015/12/31	822	2015/04/01	0003927523
V	ZRP1	SYUS	FPT	2015/12/31	856	2015/04/01	0003927826
V	ZRP1	SYUS	FPT	2015/12/31	970	2015/04/01	0003929353
V	ZRP1	SYUS	FPT	2016/12/31	1262	2016/01/01	0004180941
V	ZRP1	SYUS	FPT	2016/12/31	1295	2016/01/01	0004181722
V	ZRP1	SYUS	FRB	2014/12/31	10114-US	2014/01/01	0003141959
V	ZRP1	SYUS	FRB	2015/12/31	924	2015/04/01	0003928442
V	ZRP1	SYUS	FRB	2015/12/31	1053	2015/04/01	0003929797
V	ZRP1	SYUS	FRB	2016/12/31	1361	2016/01/01	0004182141
V	ZRP1	SYUS	FRE	2014/12/31	10097-US	2014/01/01	0003141917
V	ZRP1	SYUS	FRE	2015/12/31	921	2015/04/01	0003928419
V	ZRP1	SYUS	FRE	2016/12/31	1358	2016/01/01	0004182104
V	ZRP1	SYUS	FRP	2015/12/31	1193	2015/04/01	0003944513
V	ZRP1	SYUS	FRP	2016/12/31	1520	2016/01/01	0004183944
V	ZRP1	SYUS	FRS	2015/12/31	1193	2015/04/01	0003944514
V	ZRP1	SYUS	FRS	2016/12/31	1520	2016/01/01	0004183945
V	ZRP1	SYUS	FSD	2014/12/31	10019-US	2014/01/01	0003141632
V	ZRP1	SYUS	FSD	2015/12/31	823	2015/04/01	0003927531
V	ZRP1	SYUS	FSD	2016/12/31	1263	2016/01/01	0004180944
V	ZRP1	SYUS	FSH	2014/12/31	10100-US	2014/01/01	0003768144
V	ZRP1	SYUS	FSH	2015/12/31	900	2015/04/01	0003928227
V	ZRP1	SYUS	FSH	2015/12/31	1020	2015/04/01	0003929679
V	ZRP1	SYUS	FSH	2016/12/31	1337	2016/01/01	0004182052
V	ZRP1	SYUS	FSH	2016/12/31	1415	2016/01/01	0004183160
V	ZRP1	SYUS	FSP	2014/12/31	10018-US	2014/01/01	0003141627
V	ZRP1	SYUS	FSP	2015/12/31	822	2015/04/01	0003927520
V	ZRP1	SYUS	FSP	2015/12/31	970	2015/04/01	0003929354
V	ZRP1	SYUS	FSP	2016/12/31	1262	2016/01/01	0004180942
V	ZRP1	SYUS	FSW	2015/12/31	1194	2015/04/01	0003944516
V	ZRP1	SYUS	FSW	2016/12/31	1521	2016/01/01	0004183946
V	ZRP1	SYUS	FTS	2014/12/31	10114-US	2014/01/01	0003141957
V	ZRP1	SYUS	FTS	2015/12/31	924	2015/04/01	0003928440
V	ZRP1	SYUS	FTS	2015/12/31	1053	2015/04/01	0003929798
V	ZRP1	SYUS	FTS	2016/12/31	1361	2016/01/01	0004182140
V	ZRP1	SYUS	FTW	2015/12/31	932	2015/04/01	0003928501
V	ZRP1	SYUS	FTW	2015/12/31	1067	2015/04/01	0003929858
V	ZRP1	SYUS	FTW	2016/12/31	1369	2016/01/01	0004182181
V	ZRP1	SYUS	FTW	2016/12/31	1419	2016/01/01	0004183184
V	ZRP1	SYUS	FW2	2014/12/31	10018-US	2014/01/01	0003141628
V	ZRP1	SYUS	FW2	2015/12/31	822	2015/04/01	0003927521
V	ZRP1	SYUS	FW2	2015/12/31	970	2015/04/01	0003929355
V	ZRP1	SYUS	FW2	2016/12/31	1262	2016/01/01	0004180943
V	ZRP1	SYUS	G0R	2014/12/31	10020-US	2014/01/01	0003141633
V	ZRP1	SYUS	G0R	2015/12/31	825	2015/04/01	0003927542
V	ZRP1	SYUS	G0R	2015/12/31	831	2015/04/01	0003927602
V	ZRP1	SYUS	G0R	2016/12/31	1265	2016/01/01	0004181011
V	ZRP1	SYUS	G0R	2016/12/31	1271	2016/01/01	0004181162
V	ZRP1	SYUS	GBM	2015/12/31	829	2015/04/01	0003928699
V	ZRP1	SYUS	GBM	2016/12/31	1269	2016/01/01	0004181132
V	ZRP1	SYUS	GCC	2014/12/31	10020-US	2014/01/01	0003141647
V	ZRP1	SYUS	GCC	2015/12/31	825	2015/04/01	0003927556
V	ZRP1	SYUS	GCC	2015/12/31	831	2015/04/01	0003927603
V	ZRP1	SYUS	GCC	2016/12/31	1265	2016/01/01	0004181012
V	ZRP1	SYUS	GCC	2016/12/31	1271	2016/01/01	0004181163
V	ZRP1	SYUS	GCM	2014/12/31	10020-US	2014/01/01	0003141640
V	ZRP1	SYUS	GCM	2015/12/31	825	2015/04/01	0003927549
V	ZRP1	SYUS	GCM	2015/12/31	831	2015/04/01	0003927604
V	ZRP1	SYUS	GCM	2016/12/31	1265	2016/01/01	0004181013
V	ZRP1	SYUS	GCM	2016/12/31	1271	2016/01/01	0004181164
V	ZRP1	SYUS	GCR	2014/12/31	10020-US	2014/01/01	0003141634
V	ZRP1	SYUS	GCR	2015/12/31	825	2015/04/01	0003927543
V	ZRP1	SYUS	GCR	2015/12/31	831	2015/04/01	0003927605
V	ZRP1	SYUS	GCR	2016/12/31	1265	2016/01/01	0004181014
V	ZRP1	SYUS	GCR	2016/12/31	1271	2016/01/01	0004181165
V	ZRP1	SYUS	GFM	2015/12/31	829	2015/04/01	0004003388
V	ZRP1	SYUS	GFM	2016/12/31	1269	2016/01/01	0004181128
V	ZRP1	SYUS	GGD	2014/12/31	10021-US	2014/01/01	0003141654
V	ZRP1	SYUS	GGD	2015/12/31	826	2015/04/01	0003927565
V	ZRP1	SYUS	GGD	2016/12/31	1266	2016/01/01	0004181125
V	ZRP1	SYUS	GGL	2014/12/31	10020-US	2014/01/01	0003141635
V	ZRP1	SYUS	GGL	2015/12/31	825	2015/04/01	0003927544
V	ZRP1	SYUS	GGL	2015/12/31	831	2015/04/01	0003927606
V	ZRP1	SYUS	GGL	2016/12/31	1265	2016/01/01	0004181015
V	ZRP1	SYUS	GGL	2016/12/31	1271	2016/01/01	0004181166
V	ZRP1	SYUS	GGR	2014/12/31	10020-US	2014/01/01	0003141636
V	ZRP1	SYUS	GGR	2015/12/31	825	2015/04/01	0003927545
V	ZRP1	SYUS	GGR	2015/12/31	831	2015/04/01	0003927607
V	ZRP1	SYUS	GGR	2016/12/31	1265	2016/01/01	0004181016
V	ZRP1	SYUS	GGR	2016/12/31	1271	2016/01/01	0004181167
V	ZRP1	SYUS	GI1	2015/12/31	1232	2015/08/11	0004046880
V	ZRP1	SYUS	GI1	2016/12/31	1555	2016/01/01	0004184038
V	ZRP1	SYUS	GIL	2014/12/31	10098-US	2014/01/01	0003141918
V	ZRP1	SYUS	GIL	2015/12/31	892	2015/04/01	0003928169
V	ZRP1	SYUS	GKC	2014/12/31	10020-US	2014/01/01	0003141648
V	ZRP1	SYUS	GKC	2015/12/31	825	2015/04/01	0003927557
V	ZRP1	SYUS	GKC	2015/12/31	831	2015/04/01	0003927608
V	ZRP1	SYUS	GKC	2016/12/31	1265	2016/01/01	0004181017
V	ZRP1	SYUS	GKC	2016/12/31	1271	2016/01/01	0004181168
V	ZRP1	SYUS	GKM	2014/12/31	10020-US	2014/01/01	0003141641
V	ZRP1	SYUS	GKM	2015/12/31	825	2015/04/01	0003927550
V	ZRP1	SYUS	GKM	2015/12/31	831	2015/04/01	0003927609
V	ZRP1	SYUS	GKM	2016/12/31	1265	2016/01/01	0004181018
V	ZRP1	SYUS	GKM	2016/12/31	1271	2016/01/01	0004181169
V	ZRP1	SYUS	GKR	2014/12/31	10020-US	2014/01/01	0003141637
V	ZRP1	SYUS	GKR	2015/12/31	825	2015/04/01	0003927546
V	ZRP1	SYUS	GKR	2015/12/31	831	2015/04/01	0003927610
V	ZRP1	SYUS	GKR	2016/12/31	1265	2016/01/01	0004181019
V	ZRP1	SYUS	GKR	2016/12/31	1271	2016/01/01	0004181170
V	ZRP1	SYUS	GMC	2014/12/31	10020-US	2014/01/01	0003141649
V	ZRP1	SYUS	GMC	2015/12/31	825	2015/04/01	0003927558
V	ZRP1	SYUS	GMC	2015/12/31	831	2015/04/01	0003927611
V	ZRP1	SYUS	GMC	2016/12/31	1265	2016/01/01	0004181020
V	ZRP1	SYUS	GMC	2016/12/31	1271	2016/01/01	0004181171
V	ZRP1	SYUS	GMD	2014/12/31	10020-US	2014/01/01	0003141642
V	ZRP1	SYUS	GMD	2015/12/31	825	2015/04/01	0003927551
V	ZRP1	SYUS	GMD	2015/12/31	831	2015/04/01	0003927612
V	ZRP1	SYUS	GMD	2016/12/31	1265	2016/01/01	0004181021
V	ZRP1	SYUS	GMD	2016/12/31	1271	2016/01/01	0004181172
V	ZRP1	SYUS	GMR	2014/12/31	10020-US	2014/01/01	0003141638
V	ZRP1	SYUS	GMR	2015/12/31	825	2015/04/01	0003927547
V	ZRP1	SYUS	GMR	2015/12/31	831	2015/04/01	0003927613
V	ZRP1	SYUS	GMR	2016/12/31	1265	2016/01/01	0004181022
V	ZRP1	SYUS	GMR	2016/12/31	1271	2016/01/01	0004181173
V	ZRP1	SYUS	GO1	2014/12/31	10099-US	2014/01/01	0003141920
V	ZRP1	SYUS	GO1	2015/12/31	920	2015/04/01	0003928411
V	ZRP1	SYUS	GO1	2016/12/31	1357	2016/01/01	0004182099
V	ZRP1	SYUS	GO2	2014/12/31	10099-US	2014/01/01	0003141921
V	ZRP1	SYUS	GO2	2015/12/31	920	2015/04/01	0003928412
V	ZRP1	SYUS	GO2	2016/12/31	1357	2016/01/01	0004182100
V	ZRP1	SYUS	GO3	2014/12/31	10099-US	2014/01/01	0003141922
V	ZRP1	SYUS	GO3	2015/12/31	920	2015/04/01	0003928413
V	ZRP1	SYUS	GO3	2016/12/31	1357	2016/01/01	0004182101
V	ZRP1	SYUS	GO4	2014/12/31	10099-US	2014/01/01	0003141923
V	ZRP1	SYUS	GO4	2015/12/31	920	2015/04/01	0003928414
V	ZRP1	SYUS	GO4	2016/12/31	1357	2016/01/01	0004182102
V	ZRP1	SYUS	GOC	2014/12/31	10020-US	2014/01/01	0003141650
V	ZRP1	SYUS	GOC	2015/12/31	825	2015/04/01	0003927559
V	ZRP1	SYUS	GOC	2015/12/31	831	2015/04/01	0003927614
V	ZRP1	SYUS	GOC	2016/12/31	1265	2016/01/01	0004181023
V	ZRP1	SYUS	GOC	2016/12/31	1271	2016/01/01	0004181174
V	ZRP1	SYUS	GOL	2014/12/31	10099-US	2014/01/01	0003141919
V	ZRP1	SYUS	GOL	2015/12/31	920	2015/04/01	0003928410
V	ZRP1	SYUS	GOL	2016/12/31	1357	2016/01/01	0004182103
V	ZRP1	SYUS	GOM	2014/12/31	10020-US	2014/01/01	0003141643
V	ZRP1	SYUS	GOM	2015/12/31	825	2015/04/01	0003927552
V	ZRP1	SYUS	GOM	2015/12/31	831	2015/04/01	0003927615
V	ZRP1	SYUS	GOM	2016/12/31	1265	2016/01/01	0004181024
V	ZRP1	SYUS	GOM	2016/12/31	1271	2016/01/01	0004181175
V	ZRP1	SYUS	GON	2014/12/31	10100-US	2014/01/01	0003141925
V	ZRP1	SYUS	GON	2015/12/31	900	2015/04/01	0003928229
V	ZRP1	SYUS	GON	2015/12/31	1020	2015/04/01	0003929680
V	ZRP1	SYUS	GON	2016/12/31	1337	2016/01/01	0004182053
V	ZRP1	SYUS	GON	2016/12/31	1415	2016/01/01	0004183161
V	ZRP1	SYUS	GPD	2014/12/31	10023-US	2014/01/01	0003141656
V	ZRP1	SYUS	GPD	2015/12/31	828	2015/04/01	0003927567
V	ZRP1	SYUS	GPD	2016/12/31	1268	2016/01/01	0004181127
V	ZRP1	SYUS	GRC	2014/12/31	10020-US	2014/01/01	0003141651
V	ZRP1	SYUS	GRC	2015/12/31	825	2015/04/01	0003927560
V	ZRP1	SYUS	GRC	2015/12/31	831	2015/04/01	0003927616
V	ZRP1	SYUS	GRC	2016/12/31	1265	2016/01/01	0004181025
V	ZRP1	SYUS	GRC	2016/12/31	1271	2016/01/01	0004181176
V	ZRP1	SYUS	GRI	2014/12/31	10101-US	2014/01/01	0003141926
V	ZRP1	SYUS	GRI	2015/12/31	933	2015/04/01	0003928507
V	ZRP1	SYUS	GRI	2015/12/31	1022	2015/04/01	0003929683
V	ZRP1	SYUS	GRI	2016/12/31	1370	2016/01/01	0004182187
V	ZRP1	SYUS	GRM	2014/12/31	10020-US	2014/01/01	0003141644
V	ZRP1	SYUS	GRM	2015/12/31	825	2015/04/01	0003927553
V	ZRP1	SYUS	GRM	2015/12/31	831	2015/04/01	0003927617
V	ZRP1	SYUS	GRM	2016/12/31	1265	2016/01/01	0004181026
V	ZRP1	SYUS	GRM	2016/12/31	1271	2016/01/01	0004181177
V	ZRP1	SYUS	GTC	2014/12/31	10020-US	2014/01/01	0003141652
V	ZRP1	SYUS	GTC	2015/12/31	825	2015/04/01	0003927561
V	ZRP1	SYUS	GTC	2015/12/31	831	2015/04/01	0003927618
V	ZRP1	SYUS	GTC	2016/12/31	1265	2016/01/01	0004181027
V	ZRP1	SYUS	GTC	2016/12/31	1271	2016/01/01	0004181178
V	ZRP1	SYUS	GTM	2014/12/31	10020-US	2014/01/01	0003141645
V	ZRP1	SYUS	GTM	2015/12/31	825	2015/04/01	0003927554
V	ZRP1	SYUS	GTM	2015/12/31	831	2015/04/01	0003927619
V	ZRP1	SYUS	GTM	2016/12/31	1265	2016/01/01	0004181028
V	ZRP1	SYUS	GTM	2016/12/31	1271	2016/01/01	0004181179
V	ZRP1	SYUS	GTR	2014/12/31	10020-US	2014/01/01	0003141639
V	ZRP1	SYUS	GTR	2015/12/31	825	2015/04/01	0003927548
V	ZRP1	SYUS	GTR	2015/12/31	831	2015/04/01	0003927620
V	ZRP1	SYUS	GTR	2016/12/31	1265	2016/01/01	0004181029
V	ZRP1	SYUS	GTR	2016/12/31	1271	2016/01/01	0004181180
V	ZRP1	SYUS	GUC	2014/12/31	10025-US	2014/01/01	0003141657
V	ZRP1	SYUS	GUC	2015/12/31	829	2015/04/01	0003927576
V	ZRP1	SYUS	GUC	2016/12/31	1269	2016/01/01	0004181133
V	ZRP1	SYUS	GUY	2014/12/31	10025-US	2014/01/01	0003141658
V	ZRP1	SYUS	GUY	2015/12/31	829	2015/04/01	0003927577
V	ZRP1	SYUS	GUY	2016/12/31	1269	2016/01/01	0004181134
V	ZRP1	SYUS	GVC	2014/12/31	10020-US	2014/01/01	0003141653
V	ZRP1	SYUS	GVC	2015/12/31	825	2015/04/01	0003927562
V	ZRP1	SYUS	GVC	2015/12/31	831	2015/04/01	0003927621
V	ZRP1	SYUS	GVC	2016/12/31	1265	2016/01/01	0004181030
V	ZRP1	SYUS	GVC	2016/12/31	1271	2016/01/01	0004181181
V	ZRP1	SYUS	GVM	2014/12/31	10020-US	2014/01/01	0003141646
V	ZRP1	SYUS	GVM	2015/12/31	825	2015/04/01	0003927555
V	ZRP1	SYUS	GVM	2015/12/31	831	2015/04/01	0003927622
V	ZRP1	SYUS	GVM	2016/12/31	1265	2016/01/01	0004181031
V	ZRP1	SYUS	GVM	2016/12/31	1271	2016/01/01	0004181182
V	ZRP1	SYUS	HAE	2014/12/31	10028-US	2014/01/01	0003141660
V	ZRP1	SYUS	HAE	2015/12/31	830	2015/04/01	0003927579
V	ZRP1	SYUS	HAE	2015/12/31	847	2015/04/01	0003927746
V	ZRP1	SYUS	HAE	2016/12/31	1270	2016/01/01	0004181141
V	ZRP1	SYUS	HAE	2016/12/31	1286	2016/01/01	0004181541
V	ZRP1	SYUS	HAI	2014/12/31	10102-US	2014/01/01	0003141927
V	ZRP1	SYUS	HAI	2015/12/31	889	2015/04/01	0003928165
V	ZRP1	SYUS	HAI	2015/12/31	1025	2015/04/01	0003929689
V	ZRP1	SYUS	HAI	2016/12/31	1326	2016/01/01	0004182026
V	ZRP1	SYUS	HAR	2014/12/31	10103-US	2014/01/01	0003141928
V	ZRP1	SYUS	HAR	2015/12/31	885	2015/04/01	0003928161
V	ZRP1	SYUS	HAR	2015/12/31	1026	2015/04/01	0003929690
V	ZRP1	SYUS	HAR	2016/12/31	1322	2016/01/01	0004182022
V	ZRP1	SYUS	HAT	2014/12/31	10028-US	2014/01/01	0003141661
V	ZRP1	SYUS	HAT	2015/12/31	830	2015/04/01	0003927580
V	ZRP1	SYUS	HAT	2015/12/31	847	2015/04/01	0003927747
V	ZRP1	SYUS	HAT	2016/12/31	1270	2016/01/01	0004181142
V	ZRP1	SYUS	HAT	2016/12/31	1286	2016/01/01	0004181542
V	ZRP1	SYUS	HCL	2014/12/31	10030-US	2014/01/01	0003141726
V	ZRP1	SYUS	HCL	2015/12/31	833	2015/04/01	0003927652
V	ZRP1	SYUS	HCL	2016/04/15	1273	2016/01/01	0004181287
V	ZRP1	SYUS	HD3	2014/12/31	10034-US	2014/01/01	0003141735
V	ZRP1	SYUS	HD3	2015/12/31	847	2015/04/01	0003927748
V	ZRP1	SYUS	HD3	2016/12/31	1286	2016/01/01	0004181543
V	ZRP1	SYUS	HD5	2014/12/31	10034-US	2014/01/01	0003141734
V	ZRP1	SYUS	HD5	2015/12/31	847	2015/04/01	0003927749
V	ZRP1	SYUS	HD5	2016/12/31	1286	2016/01/01	0004181544
V	ZRP1	SYUS	HDR	2014/12/31	10141-US	2014/01/01	0003142001
V	ZRP1	SYUS	HDR	2015/12/31	902	2015/04/01	0003928239
V	ZRP1	SYUS	HDR	2015/12/31	1001	2015/04/01	0003929603
V	ZRP1	SYUS	HDR	2016/12/31	1339	2016/01/01	0004182056
V	ZRP1	SYUS	HEA	2014/12/31	10157-US	2014/10/02	0003782499
V	ZRP1	SYUS	HEA	2015/12/31	834	2015/04/01	0003927653
V	ZRP1	SYUS	HEA	2015/12/31	847	2015/04/01	0003927772
V	ZRP1	SYUS	HEA	2016/12/31	1274	2016/01/01	0004181288
V	ZRP1	SYUS	HEA	2016/12/31	1286	2016/01/01	0004181545
V	ZRP1	SYUS	HEM	2014/12/31	10104-US	2014/01/01	0003141929
V	ZRP1	SYUS	HOC	2014/12/31	10140-US	2014/01/01	0003142000
V	ZRP1	SYUS	HOC	2015/12/31	832	2015/04/01	0003927649
V	ZRP1	SYUS	HOC	2015/12/31	1023	2015/04/01	0003929684
V	ZRP1	SYUS	HOC	2016/12/31	1272	2016/01/01	0004181209
V	ZRP1	SYUS	HOE	2014/12/31	10105-US	2014/01/01	0003141930
V	ZRP1	SYUS	HOE	2015/12/31	918	2015/04/01	0003928397
V	ZRP1	SYUS	HOE	2016/12/31	1355	2016/01/01	0004182093
V	ZRP1	SYUS	HOG	2014/12/31	10106-US	2014/01/01	0003141931
V	ZRP1	SYUS	HOG	2015/12/31	911	2015/04/01	0003928267
V	ZRP1	SYUS	HOG	2015/12/31	1030	2015/04/01	0003929709
V	ZRP1	SYUS	HOG	2016/12/31	1348	2016/01/01	0004182079
V	ZRP1	SYUS	HOM	2014/12/31	10140-US	2014/01/01	0003141999
V	ZRP1	SYUS	HOM	2015/12/31	832	2015/04/01	0003927650
V	ZRP1	SYUS	HOM	2015/12/31	1023	2015/04/01	0003929685
V	ZRP1	SYUS	HOM	2016/12/31	1272	2016/01/01	0004181210
V	ZRP1	SYUS	HOR	2014/12/31	10140-US	2014/01/01	0003141998
V	ZRP1	SYUS	HOR	2015/12/31	832	2015/04/01	0003927651
V	ZRP1	SYUS	HOR	2015/12/31	1023	2015/04/01	0003929686
V	ZRP1	SYUS	HOR	2016/12/31	1272	2016/01/01	0004181211
V	ZRP1	SYUS	HW1	2014/12/31	10142-US	2014/01/01	0003142004
V	ZRP1	SYUS	HW1	2015/12/31	835	2015/04/01	0003927654
V	ZRP1	SYUS	HW1	2015/12/31	1027	2015/04/01	0003929691
V	ZRP1	SYUS	HW1	2016/12/31	1275	2016/01/01	0004181290
V	ZRP1	SYUS	HW2	2014/12/31	10142-US	2014/01/01	0003142003
V	ZRP1	SYUS	HW2	2015/12/31	835	2015/04/01	0003927655
V	ZRP1	SYUS	HW2	2015/12/31	1027	2015/04/01	0003929692
V	ZRP1	SYUS	HW2	2016/12/31	1275	2016/01/01	0004181291
V	ZRP1	SYUS	HW3	2014/12/31	10142-US	2014/01/01	0003142008
V	ZRP1	SYUS	HW3	2015/12/31	835	2015/04/01	0003927656
V	ZRP1	SYUS	HW3	2015/12/31	1027	2015/04/01	0003929693
V	ZRP1	SYUS	HW3	2016/12/31	1275	2016/01/01	0004181292
V	ZRP1	SYUS	HW4	2014/12/31	10142-US	2014/01/01	0003142005
V	ZRP1	SYUS	HW4	2015/12/31	835	2015/04/01	0003927657
V	ZRP1	SYUS	HW4	2015/12/31	1027	2015/04/01	0003929694
V	ZRP1	SYUS	HW4	2016/12/31	1275	2016/01/01	0004181293
V	ZRP1	SYUS	HW5	2014/12/31	10142-US	2014/01/01	0003142006
V	ZRP1	SYUS	HW5	2015/12/31	835	2015/04/01	0003927658
V	ZRP1	SYUS	HW5	2015/12/31	1027	2015/04/01	0003929695
V	ZRP1	SYUS	HW5	2016/12/31	1275	2016/01/01	0004181294
V	ZRP1	SYUS	HW6	2014/12/31	10142-US	2014/01/01	0003142007
V	ZRP1	SYUS	HW6	2015/12/31	835	2015/04/01	0003927659
V	ZRP1	SYUS	HW6	2015/12/31	1027	2015/04/01	0003929696
V	ZRP1	SYUS	HW6	2016/12/31	1275	2016/01/01	0004181295
V	ZRP1	SYUS	HW7	2015/12/31	835	2015/04/01	0003927660
V	ZRP1	SYUS	HW7	2015/12/31	847	2015/04/01	0003927750
V	ZRP1	SYUS	HW7	2015/12/31	1027	2015/04/01	0003929697
V	ZRP1	SYUS	HW7	2016/12/31	1275	2016/01/01	0004181296
V	ZRP1	SYUS	HW7	2016/12/31	1286	2016/01/01	0004181546
V	ZRP1	SYUS	HWC	2014/12/31	10142-US	2014/01/01	0003142010
V	ZRP1	SYUS	HWC	2015/12/31	835	2015/04/01	0003927661
V	ZRP1	SYUS	HWC	2015/12/31	1027	2015/04/01	0003929698
V	ZRP1	SYUS	HWC	2016/12/31	1275	2016/01/01	0004181297
V	ZRP1	SYUS	HWM	2015/12/31	835	2015/04/01	0004011792
V	ZRP1	SYUS	HWM	2016/12/31	1275	2016/01/01	0004181289
V	ZRP1	SYUS	HWP	2014/12/31	10142-US	2014/01/01	0003142002
V	ZRP1	SYUS	HWP	2015/12/31	835	2015/04/01	0003927662
V	ZRP1	SYUS	HWP	2015/12/31	1027	2015/04/01	0003929699
V	ZRP1	SYUS	HWP	2016/12/31	1275	2016/01/01	0004181298
V	ZRP1	SYUS	ID1	2014/12/31	10150-US	2014/01/01	0003141898
V	ZRP1	SYUS	ID1	2015/12/31	906	2015/04/01	0003928258
V	ZRP1	SYUS	ID1	2015/12/31	913	2015/04/01	0003928390
V	ZRP1	SYUS	ID1	2016/12/31	1343	2016/01/01	0004182069
V	ZRP1	SYUS	ID1	2016/12/31	1350	2016/01/01	0004182088
V	ZRP1	SYUS	IP1	2014/12/31	10117-US	2014/01/01	0003141963
V	ZRP1	SYUS	IP1	2015/12/31	904	2015/04/01	0003928248
V	ZRP1	SYUS	IP1	2015/12/31	1055	2015/04/01	0003929813
V	ZRP1	SYUS	IP1	2016/12/31	1341	2016/01/01	0004182063
V	ZRP1	SYUS	IP1	2016/12/31	1417	2016/01/01	0004183169
V	ZRP1	SYUS	IP2	2014/12/31	10117-US	2014/01/01	0003141964
V	ZRP1	SYUS	IP2	2015/12/31	904	2015/04/01	0003928249
V	ZRP1	SYUS	IP2	2015/12/31	1055	2015/04/01	0003929814
V	ZRP1	SYUS	IP2	2016/12/31	1341	2016/01/01	0004182064
V	ZRP1	SYUS	IP2	2016/12/31	1417	2016/01/01	0004183170
V	ZRP1	SYUS	IP3	2014/12/31	10117-US	2014/01/01	0003141965
V	ZRP1	SYUS	IP3	2015/12/31	904	2015/04/01	0003928250
V	ZRP1	SYUS	IP3	2015/12/31	1055	2015/04/01	0003929815
V	ZRP1	SYUS	IP3	2016/12/31	1341	2016/01/01	0004182065
V	ZRP1	SYUS	IP3	2016/12/31	1417	2016/01/01	0004183171
V	ZRP1	SYUS	IP4	2014/12/31	10117-US	2014/01/01	0003141966
V	ZRP1	SYUS	IP4	2015/12/31	904	2015/04/01	0003928251
V	ZRP1	SYUS	IP4	2015/12/31	1055	2015/04/01	0003929816
V	ZRP1	SYUS	IP4	2016/12/31	1341	2016/01/01	0004182066
V	ZRP1	SYUS	IP4	2016/12/31	1417	2016/01/01	0004183172
V	ZRP1	SYUS	IPC	2014/12/31	10031-US	2014/01/01	0003141728
V	ZRP1	SYUS	IPC	2015/12/31	836	2015/04/01	0003927664
V	ZRP1	SYUS	IPC	2015/12/31	847	2015/04/01	0003927751
V	ZRP1	SYUS	IPC	2016/12/31	1276	2016/01/01	0004181304
V	ZRP1	SYUS	IPC	2016/12/31	1286	2016/01/01	0004181547
V	ZRP1	SYUS	JCA	2015/12/31	847	2015/04/01	0003927770
V	ZRP1	SYUS	JCA	2015/12/31	1195	2015/04/01	0003944529
V	ZRP1	SYUS	JCA	2016/12/31	1286	2016/01/01	0004181548
V	ZRP1	SYUS	JCA	2016/12/31	1522	2016/01/01	0004183947
V	ZRP1	SYUS	JCD	2014/12/31	10154-US	2014/06/30	0003782453
V	ZRP1	SYUS	JCD	2015/12/31	907	2015/04/01	0003928259
V	ZRP1	SYUS	JCD	2015/12/31	1006	2015/04/01	0003929608
V	ZRP1	SYUS	JCD	2016/12/31	1344	2016/01/01	0004182070
V	ZRP1	SYUS	JCK	2015/12/31	847	2015/04/01	0003927771
V	ZRP1	SYUS	JCK	2015/12/31	1195	2015/04/01	0003944530
V	ZRP1	SYUS	JCK	2016/12/31	1286	2016/01/01	0004181549
V	ZRP1	SYUS	JCK	2016/12/31	1522	2016/01/01	0004183948
V	ZRP1	SYUS	JGD	2015/12/31	919	2015/04/01	0003928398
V	ZRP1	SYUS	JGD	2016/12/31	1356	2016/01/01	0004182094
V	ZRP1	SYUS	JGM	2014/12/31	10033-US	2014/01/01	0003141733
V	ZRP1	SYUS	JGM	2015/12/31	831	2015/04/01	0003927623
V	ZRP1	SYUS	JGM	2015/12/31	839	2015/04/01	0003927673
V	ZRP1	SYUS	JGM	2016/12/31	1271	2016/01/01	0004181183
V	ZRP1	SYUS	JGM	2016/12/31	1279	2016/01/01	0004181378
V	ZRP1	SYUS	JGS	2014/12/31	10033-US	2014/01/01	0003141732
V	ZRP1	SYUS	JGS	2015/12/31	831	2015/04/01	0003927624
V	ZRP1	SYUS	JGS	2015/12/31	839	2015/04/01	0003927672
V	ZRP1	SYUS	JGS	2016/12/31	1271	2016/01/01	0004181184
V	ZRP1	SYUS	JGS	2016/12/31	1279	2016/01/01	0004181379
V	ZRP1	SYUS	JH1	2014/12/31	10106-US	2014/01/01	0003141932
V	ZRP1	SYUS	JH1	2015/12/31	911	2015/04/01	0003928268
V	ZRP1	SYUS	JH1	2015/12/31	1030	2015/04/01	0003929710
V	ZRP1	SYUS	JH1	2016/12/31	1348	2016/01/01	0004182080
V	ZRP1	SYUS	JH2	2014/12/31	10106-US	2014/01/01	0003141933
V	ZRP1	SYUS	JH2	2015/12/31	911	2015/04/01	0003928269
