KAPPL	KSCHL	VKORG	ZZ_MVGR5	BRSCH	DATBI	KNUMA	DATAB	KNUMH
V	ZRP1	SYUS	HOC	LI	2016/12/31	1272	2016/01/01	0004181215
V	ZRP1	SYUS	HOC	OP	2015/12/31	832	2015/04/01	0003931114
V	ZRP1	SYUS	HOC	OP	2016/12/31	1272	2016/01/01	0004181212
V	ZRP1	SYUS	HOC	WC	2015/12/31	832	2015/04/01	0004000708
V	ZRP1	SYUS	HOC	WC	2016/12/31	1272	2016/01/01	0004181218
V	ZRP1	SYUS	HOM	LI	2015/12/31	832	2015/04/01	0003947960
V	ZRP1	SYUS	HOM	LI	2016/12/31	1272	2016/01/01	0004181216
V	ZRP1	SYUS	HOM	OP	2015/12/31	832	2015/04/01	0003931115
V	ZRP1	SYUS	HOM	OP	2016/12/31	1272	2016/01/01	0004181213
V	ZRP1	SYUS	HOM	WC	2015/12/31	832	2015/04/01	0004000709
V	ZRP1	SYUS	HOM	WC	2016/12/31	1272	2016/01/01	0004181219
V	ZRP1	SYUS	HOR	LI	2015/12/31	832	2015/04/01	0003947961
V	ZRP1	SYUS	HOR	LI	2016/12/31	1272	2016/01/01	0004181217
V	ZRP1	SYUS	HOR	OP	2015/12/31	832	2015/04/01	0003931116
V	ZRP1	SYUS	HOR	OP	2016/12/31	1272	2016/01/01	0004181214
V	ZRP1	SYUS	HOR	WC	2015/12/31	832	2015/04/01	0004000710
V	ZRP1	SYUS	HOR	WC	2016/12/31	1272	2016/01/01	0004181220
V	ZRP1	SYUS	HWC	LI	2015/12/31	835	2015/04/01	0003947973
V	ZRP1	SYUS	HWC	LI	2015/12/31	1027	2015/04/01	0003947981
V	ZRP1	SYUS	HWC	LI	2016/12/31	1275	2016/01/01	0004181299
V	ZRP1	SYUS	HWC	OP	2015/12/31	835	2015/04/01	0003931667
V	ZRP1	SYUS	HWC	OP	2016/12/31	1275	2016/01/01	0004181301
V	ZRP1	SYUS	HWP	LI	2015/12/31	835	2015/04/01	0003947974
V	ZRP1	SYUS	HWP	LI	2015/12/31	1027	2015/04/01	0003947982
V	ZRP1	SYUS	HWP	LI	2016/12/31	1275	2016/01/01	0004181300
V	ZRP1	SYUS	HWP	OP	2015/12/31	835	2015/04/01	0003931666
V	ZRP1	SYUS	HWP	OP	2016/12/31	1275	2016/01/01	0004181302
V	ZRP1	SYUS	JGM	FO	2015/12/31	839	2015/04/01	0003945908
V	ZRP1	SYUS	JGM	FO	2016/12/31	1279	2016/01/01	0004181380
V	ZRP1	SYUS	JGM	MA	2015/12/31	839	2015/04/01	0004005777
V	ZRP1	SYUS	JGM	MA	2016/12/31	1279	2016/01/01	0004181382
V	ZRP1	SYUS	JGM	OP	2015/12/31	839	2015/04/01	0004005778
V	ZRP1	SYUS	JGM	OP	2016/12/31	1279	2016/01/01	0004181383
V	ZRP1	SYUS	JGM	WC	2015/12/31	839	2015/04/01	0004005776
V	ZRP1	SYUS	JGM	WC	2016/12/31	1279	2016/01/01	0004181384
V	ZRP1	SYUS	JGS	FO	2015/12/31	839	2015/04/01	0003945909
V	ZRP1	SYUS	JGS	FO	2016/12/31	1279	2016/01/01	0004181381
V	ZRP1	SYUS	JGS	MA	2015/12/31	839	2015/04/01	0004005780
V	ZRP1	SYUS	JGS	MA	2016/12/31	1279	2016/01/01	0004181385
V	ZRP1	SYUS	JGS	OP	2015/12/31	839	2015/04/01	0004005781
V	ZRP1	SYUS	JGS	OP	2016/12/31	1279	2016/01/01	0004181386
V	ZRP1	SYUS	JGS	WC	2015/12/31	839	2015/04/01	0004005779
V	ZRP1	SYUS	JGS	WC	2016/12/31	1279	2016/01/01	0004181387
V	ZRP1	SYUS	JKD	FO	2015/12/31	838	2015/04/01	0003945622
V	ZRP1	SYUS	JKD	FO	2016/01/31	1278	2016/01/01	0004181316
V	ZRP1	SYUS	JKD	FO	2016/07/31	1567	2016/02/01	0004188298
V	ZRP1	SYUS	JKD	LI	2015/12/31	838	2015/04/01	0004005763
V	ZRP1	SYUS	JKD	LI	2016/01/31	1278	2016/01/01	0004181318
V	ZRP1	SYUS	JKD	LI	2016/07/31	1567	2016/02/01	0004188299
V	ZRP1	SYUS	JKD	MA	2015/12/31	838	2015/04/01	0004005761
V	ZRP1	SYUS	JKD	MA	2016/01/31	1278	2016/01/01	0004181319
V	ZRP1	SYUS	JKD	MA	2016/07/31	1567	2016/02/01	0004188300
V	ZRP1	SYUS	JKD	OP	2015/12/31	838	2015/04/01	0004005762
V	ZRP1	SYUS	JKD	OP	2016/01/31	1278	2016/01/01	0004181320
V	ZRP1	SYUS	JKD	OP	2016/07/31	1567	2016/02/01	0004188301
V	ZRP1	SYUS	JKD	WC	2015/12/31	838	2015/04/01	0004005760
V	ZRP1	SYUS	JKD	WC	2016/01/31	1278	2016/01/01	0004181321
V	ZRP1	SYUS	JKD	WC	2016/07/31	1567	2016/02/01	0004188302
V	ZRP1	SYUS	JKM	FO	2015/12/31	838	2015/04/01	0003945621
V	ZRP1	SYUS	JKM	FO	2016/01/31	1278	2016/01/01	0004181317
V	ZRP1	SYUS	JKM	FO	2016/07/31	1567	2016/02/01	0004188293
V	ZRP1	SYUS	JKM	LI	2015/12/31	838	2015/04/01	0004005767
V	ZRP1	SYUS	JKM	LI	2016/01/31	1278	2016/01/01	0004181322
V	ZRP1	SYUS	JKM	LI	2016/07/31	1567	2016/02/01	0004188294
V	ZRP1	SYUS	JKM	MA	2015/12/31	838	2015/04/01	0004005765
V	ZRP1	SYUS	JKM	MA	2016/01/31	1278	2016/01/01	0004181323
V	ZRP1	SYUS	JKM	MA	2016/07/31	1567	2016/02/01	0004188295
V	ZRP1	SYUS	JKM	OP	2015/12/31	838	2015/04/01	0004005766
V	ZRP1	SYUS	JKM	OP	2016/01/31	1278	2016/01/01	0004181324
V	ZRP1	SYUS	JKM	OP	2016/07/31	1567	2016/02/01	0004188296
V	ZRP1	SYUS	JKM	WC	2015/12/31	838	2015/04/01	0004005764
V	ZRP1	SYUS	JKM	WC	2016/01/31	1278	2016/01/01	0004181325
V	ZRP1	SYUS	JKM	WC	2016/07/31	1567	2016/02/01	0004188297
V	ZRP1	SYUS	KAH	CO	2015/12/31	840	2015/04/01	0003979076
V	ZRP1	SYUS	KAH	CO	2016/12/31	1280	2016/01/01	0004181477
V	ZRP1	SYUS	KAS	CO	2015/12/31	840	2015/04/01	0003949708
V	ZRP1	SYUS	KAS	CO	2016/12/31	1280	2016/01/01	0004181462
V	ZRP1	SYUS	KB2	CO	2015/12/31	840	2015/04/01	0003927691
V	ZRP1	SYUS	KB2	CO	2015/12/31	1080	2015/04/01	0003929968
V	ZRP1	SYUS	KB2	CO	2016/12/31	1280	2016/01/01	0004181467
V	ZRP1	SYUS	KBA	CO	2015/12/31	840	2015/04/01	0003927692
V	ZRP1	SYUS	KBA	CO	2015/12/31	1080	2015/04/01	0003930037
V	ZRP1	SYUS	KBA	CO	2016/12/31	1280	2016/01/01	0004181464
V	ZRP1	SYUS	KBB	CO	2015/12/31	840	2015/04/01	0003927693
V	ZRP1	SYUS	KBB	CO	2015/12/31	1080	2015/04/01	0003930038
V	ZRP1	SYUS	KBB	CO	2016/12/31	1280	2016/01/01	0004181468
V	ZRP1	SYUS	KCB	CO	2015/12/31	840	2015/04/01	0003927694
V	ZRP1	SYUS	KCB	CO	2015/12/31	1080	2015/04/01	0003930039
V	ZRP1	SYUS	KCB	CO	2016/12/31	1280	2016/01/01	0004181465
V	ZRP1	SYUS	KCU	CO	2015/12/31	840	2015/04/01	0003927695
V	ZRP1	SYUS	KCU	CO	2015/12/31	1080	2015/04/01	0003930040
V	ZRP1	SYUS	KCU	CO	2016/12/31	1280	2016/01/01	0004181466
V	ZRP1	SYUS	KG8	CO	2015/12/31	840	2015/04/01	0003927697
V	ZRP1	SYUS	KG8	CO	2015/12/31	1080	2015/04/01	0003930041
V	ZRP1	SYUS	KG8	CO	2016/12/31	1280	2016/01/01	0004181470
V	ZRP1	SYUS	KGA	CO	2015/12/31	840	2015/04/01	0003927696
V	ZRP1	SYUS	KGA	CO	2015/12/31	1080	2015/04/01	0003930042
V	ZRP1	SYUS	KGA	CO	2016/12/31	1280	2016/01/01	0004181469
V	ZRP1	SYUS	KMG	CO	2015/12/31	840	2015/04/01	0003949709
V	ZRP1	SYUS	KMG	CO	2016/12/31	1280	2016/01/01	0004181463
V	ZRP1	SYUS	KPA	CO	2015/12/31	840	2015/04/01	0003927698
V	ZRP1	SYUS	KPA	CO	2015/12/31	1080	2015/04/01	0003930043
V	ZRP1	SYUS	KPA	CO	2016/12/31	1280	2016/01/01	0004181471
V	ZRP1	SYUS	KPR	FO	2015/12/31	1187	2015/04/01	0003944470
V	ZRP1	SYUS	KPR	FO	2016/12/31	1514	2016/01/01	0004183905
V	ZRP1	SYUS	KPR	LI	2015/12/31	1187	2015/04/01	0003948007
V	ZRP1	SYUS	KPR	LI	2016/12/31	1514	2016/01/01	0004183906
V	ZRP1	SYUS	KPR	MA	2015/12/31	1187	2015/04/01	0004005867
V	ZRP1	SYUS	KPR	MA	2016/12/31	1514	2016/01/01	0004183907
V	ZRP1	SYUS	KPR	OP	2015/12/31	1187	2015/04/01	0003944469
V	ZRP1	SYUS	KPR	OP	2016/12/31	1514	2016/01/01	0004183908
V	ZRP1	SYUS	KPR	WC	2015/12/31	1187	2015/04/01	0004005866
V	ZRP1	SYUS	KPR	WC	2016/12/31	1514	2016/01/01	0004183909
V	ZRP1	SYUS	KPT	CO	2015/12/31	840	2015/04/01	0003927699
V	ZRP1	SYUS	KPT	CO	2015/12/31	1080	2015/04/01	0003930044
V	ZRP1	SYUS	KPT	CO	2016/12/31	1280	2016/01/01	0004181472
V	ZRP1	SYUS	KSH	CO	2015/12/31	840	2015/04/01	0003927700
V	ZRP1	SYUS	KSH	CO	2015/12/31	1080	2015/04/01	0003930045
V	ZRP1	SYUS	KSH	CO	2016/12/31	1280	2016/01/01	0004181473
V	ZRP1	SYUS	KSI	CO	2015/12/31	840	2015/04/01	0003927701
V	ZRP1	SYUS	KSI	CO	2015/12/31	1080	2015/04/01	0003930046
V	ZRP1	SYUS	KSI	CO	2016/12/31	1280	2016/01/01	0004181474
V	ZRP1	SYUS	KSR	CO	2015/12/31	840	2015/04/01	0003927702
V	ZRP1	SYUS	KSR	CO	2015/12/31	1080	2015/04/01	0003930047
V	ZRP1	SYUS	KSR	CO	2016/12/31	1280	2016/01/01	0004181475
V	ZRP1	SYUS	KSS	CO	2015/12/31	840	2015/04/01	0003927703
V	ZRP1	SYUS	KSS	CO	2015/12/31	1080	2015/04/01	0003930048
V	ZRP1	SYUS	KSS	CO	2016/12/31	1280	2016/01/01	0004181460
V	ZRP1	SYUS	LOR	FO	2015/12/31	812	2015/04/01	0003948319
V	ZRP1	SYUS	LOR	FO	2016/12/31	1252	2016/01/01	0004180621
V	ZRP1	SYUS	LOR	LI	2015/12/31	812	2015/04/01	0003948320
V	ZRP1	SYUS	LOR	LI	2016/12/31	1252	2016/01/01	0004180622
V	ZRP1	SYUS	LSC	FO	2015/12/31	812	2015/04/01	0004005625
V	ZRP1	SYUS	LSC	FO	2016/12/31	1252	2016/01/01	0004180581
V	ZRP1	SYUS	LSC	LI	2015/12/31	812	2015/04/01	0004005624
V	ZRP1	SYUS	LSC	LI	2016/12/31	1252	2016/01/01	0004180582
V	ZRP1	SYUS	LSC	MA	2015/12/31	812	2015/04/01	0004005627
V	ZRP1	SYUS	LSC	MA	2016/12/31	1252	2016/01/01	0004180583
V	ZRP1	SYUS	LSC	OP	2015/12/31	812	2015/04/01	0004005628
V	ZRP1	SYUS	LSC	OP	2016/12/31	1252	2016/01/01	0004180584
V	ZRP1	SYUS	LSC	WC	2015/12/31	812	2015/04/01	0004005626
V	ZRP1	SYUS	LSC	WC	2016/12/31	1252	2016/01/01	0004180585
V	ZRP1	SYUS	MDC	LI	2015/12/31	837	2015/04/01	0004005750
V	ZRP1	SYUS	MDC	LI	2016/12/31	1277	2016/01/01	0004181311
V	ZRP1	SYUS	MDR	LI	2015/12/31	837	2015/04/01	0003947984
V	ZRP1	SYUS	MDR	LI	2016/12/31	1277	2016/01/01	0004181310
V	ZRP1	SYUS	MFM	MA	2015/12/31	824	2015/04/01	0004005714
V	ZRP1	SYUS	MFM	MA	2016/12/31	1264	2016/01/01	0004180947
V	ZRP1	SYUS	MFM	OP	2015/12/31	824	2015/04/01	0004005715
V	ZRP1	SYUS	MFM	OP	2016/12/31	1264	2016/01/01	0004180948
V	ZRP1	SYUS	MFM	WC	2015/12/31	824	2015/04/01	0004005716
V	ZRP1	SYUS	MFM	WC	2016/12/31	1264	2016/01/01	0004180949
V	ZRP1	SYUS	MFR	MA	2015/12/31	824	2015/04/01	0004005718
V	ZRP1	SYUS	MFR	MA	2016/12/31	1264	2016/01/01	0004180950
V	ZRP1	SYUS	MFR	OP	2015/12/31	824	2015/04/01	0004005717
V	ZRP1	SYUS	MFR	OP	2016/12/31	1264	2016/01/01	0004180951
V	ZRP1	SYUS	MFR	WC	2015/12/31	824	2015/04/01	0004005719
V	ZRP1	SYUS	MFR	WC	2016/12/31	1264	2016/01/01	0004180952
V	ZRP1	SYUS	MMD	LI	2015/12/31	1211	2015/04/01	0003948588
V	ZRP1	SYUS	MMD	LI	2016/12/31	1536	2016/01/01	0004184007
V	ZRP1	SYUS	MMO	LI	2015/12/31	1211	2015/04/01	0003948589
V	ZRP1	SYUS	MMO	LI	2016/12/31	1536	2016/01/01	0004184008
V	ZRP1	SYUS	MSD	LI	2015/12/31	837	2015/04/01	0004005751
V	ZRP1	SYUS	MSD	LI	2016/12/31	1277	2016/01/01	0004181312
V	ZRP1	SYUS	MSR	LI	2015/12/31	837	2015/04/01	0004005752
V	ZRP1	SYUS	MSR	LI	2016/12/31	1277	2016/01/01	0004181313
V	ZRP1	SYUS	NG1	LI	2015/12/31	1230	2015/06/25	0004034500
V	ZRP1	SYUS	NG1	LI	2016/12/31	1553	2016/01/01	0004184029
V	ZRP1	SYUS	NG1	MA	2015/12/31	1230	2015/06/25	0004034502
V	ZRP1	SYUS	NG1	MA	2016/12/31	1553	2016/01/01	0004184030
V	ZRP1	SYUS	NG1	OP	2015/12/31	1230	2015/06/25	0004034503
V	ZRP1	SYUS	NG1	OP	2016/12/31	1553	2016/01/01	0004184031
V	ZRP1	SYUS	NG1	WC	2015/12/31	1230	2015/06/25	0004034501
V	ZRP1	SYUS	NG1	WC	2016/12/31	1553	2016/01/01	0004184032
V	ZRP1	SYUS	NSM	FO	2015/12/31	851	2015/04/01	0003948857
V	ZRP1	SYUS	NSM	FO	2016/12/31	1290	2016/01/01	0004181562
V	ZRP1	SYUS	NSM	LI	2015/12/31	851	2015/04/01	0003948858
V	ZRP1	SYUS	NSM	LI	2016/12/31	1290	2016/01/01	0004181563
V	ZRP1	SYUS	NSM	MA	2015/12/31	851	2015/04/01	0004005944
V	ZRP1	SYUS	NSM	MA	2016/12/31	1290	2016/01/01	0004181566
V	ZRP1	SYUS	NSM	OP	2015/12/31	851	2015/04/01	0004005945
V	ZRP1	SYUS	NSM	OP	2016/12/31	1290	2016/01/01	0004181567
V	ZRP1	SYUS	NSM	WC	2015/12/31	851	2015/04/01	0004005943
V	ZRP1	SYUS	NSM	WC	2016/12/31	1290	2016/01/01	0004181568
V	ZRP1	SYUS	NSR	FO	2015/12/31	851	2015/04/01	0003948859
V	ZRP1	SYUS	NSR	FO	2016/12/31	1290	2016/01/01	0004181564
V	ZRP1	SYUS	NSR	LI	2015/12/31	851	2015/04/01	0003948860
V	ZRP1	SYUS	NSR	LI	2016/12/31	1290	2016/01/01	0004181565
V	ZRP1	SYUS	NSR	MA	2015/12/31	851	2015/04/01	0004005947
V	ZRP1	SYUS	NSR	MA	2016/12/31	1290	2016/01/01	0004181569
V	ZRP1	SYUS	NSR	OP	2015/12/31	851	2015/04/01	0004005948
V	ZRP1	SYUS	NSR	OP	2016/12/31	1290	2016/01/01	0004181570
V	ZRP1	SYUS	NSR	WC	2015/12/31	851	2015/04/01	0004005946
V	ZRP1	SYUS	NSR	WC	2016/12/31	1290	2016/01/01	0004181571
V	ZRP1	SYUS	PB1	MA	2015/12/31	853	2015/04/01	0004005956
V	ZRP1	SYUS	PB1	MA	2016/12/31	1292	2016/01/01	0004181629
V	ZRP1	SYUS	PB1	OP	2015/12/31	853	2015/04/01	0004005957
V	ZRP1	SYUS	PB1	OP	2016/12/31	1292	2016/01/01	0004181630
V	ZRP1	SYUS	PB1	WC	2015/12/31	853	2015/04/01	0004005955
V	ZRP1	SYUS	PB1	WC	2016/12/31	1292	2016/01/01	0004181631
V	ZRP1	SYUS	PBD	MA	2015/12/31	853	2015/04/01	0004005960
V	ZRP1	SYUS	PBD	MA	2016/12/31	1292	2016/01/01	0004181632
V	ZRP1	SYUS	PBD	OP	2015/12/31	853	2015/04/01	0004005959
V	ZRP1	SYUS	PBD	OP	2016/12/31	1292	2016/01/01	0004181633
V	ZRP1	SYUS	PBD	WC	2015/12/31	853	2015/04/01	0004005958
V	ZRP1	SYUS	PBD	WC	2016/12/31	1292	2016/01/01	0004181634
V	ZRP1	SYUS	PEW	LI	2015/12/31	855	2015/04/01	0003948051
V	ZRP1	SYUS	PEW	LI	2016/12/31	1294	2016/01/01	0004181714
V	ZRP1	SYUS	PEW	OP	2015/12/31	855	2015/04/01	0003947498
V	ZRP1	SYUS	PEW	OP	2016/12/31	1294	2016/01/01	0004181719
V	ZRP1	SYUS	RW7	LI	2015/12/31	1234	2015/08/13	0004078161
V	ZRP1	SYUS	RW7	LI	2016/12/31	1557	2016/01/01	0004184041
V	ZRP1	SYUS	RW7	OP	2015/12/31	1234	2015/08/13	0004078159
V	ZRP1	SYUS	RW7	OP	2016/12/31	1557	2016/01/01	0004184042
V	ZRP1	SYUS	RW7	WC	2015/12/31	1234	2015/08/13	0004078160
V	ZRP1	SYUS	RW7	WC	2016/12/31	1557	2016/01/01	0004184043
V	ZRP1	SYUS	SAP	FO	2015/12/31	870	2015/04/01	0003947669
V	ZRP1	SYUS	SAP	FO	2016/12/31	1307	2016/01/01	0004181769
V	ZRP1	SYUS	SAP	MA	2015/12/31	870	2015/04/01	0004005970
V	ZRP1	SYUS	SAP	MA	2016/12/31	1307	2016/01/01	0004181763
V	ZRP1	SYUS	SAP	OP	2015/12/31	870	2015/04/01	0004005971
V	ZRP1	SYUS	SAP	OP	2016/12/31	1307	2016/01/01	0004181764
V	ZRP1	SYUS	SAP	WC	2015/12/31	870	2015/04/01	0004005969
V	ZRP1	SYUS	SAP	WC	2016/12/31	1307	2016/01/01	0004181765
V	ZRP1	SYUS	SPM	FO	2015/12/31	870	2015/04/01	0003947670
V	ZRP1	SYUS	SPM	FO	2016/12/31	1307	2016/01/01	0004181770
V	ZRP1	SYUS	SPM	MA	2015/12/31	870	2015/04/01	0004005974
V	ZRP1	SYUS	SPM	MA	2016/12/31	1307	2016/01/01	0004181766
V	ZRP1	SYUS	SPM	OP	2015/12/31	870	2015/04/01	0004005973
V	ZRP1	SYUS	SPM	OP	2016/12/31	1307	2016/01/01	0004181767
V	ZRP1	SYUS	SPM	WC	2015/12/31	870	2015/04/01	0004005972
V	ZRP1	SYUS	SPM	WC	2016/12/31	1307	2016/01/01	0004181768
V	ZRP1	SYUS	TA3	CO	2015/12/31	840	2015/04/01	0003954013
V	ZRP1	SYUS	TA3	CO	2016/12/31	1280	2016/01/01	0004181476
V	ZRP1	SYUS	WAV	FO	2015/12/31	872	2015/04/01	0003948716
V	ZRP1	SYUS	WAV	FO	2016/12/31	1309	2016/01/01	0004181866
V	ZRP1	SYUS	WAV	MA	2015/12/31	872	2015/04/01	0004005987
V	ZRP1	SYUS	WAV	MA	2016/12/31	1309	2016/01/01	0004181872
V	ZRP1	SYUS	WAV	OP	2015/12/31	872	2015/04/01	0004005988
V	ZRP1	SYUS	WAV	OP	2016/12/31	1309	2016/01/01	0004181873
V	ZRP1	SYUS	WAV	WC	2015/12/31	872	2015/04/01	0004005986
V	ZRP1	SYUS	WAV	WC	2016/12/31	1309	2016/01/01	0004181874
V	ZRP1	SYUS	WDR	FO	2015/12/31	872	2015/04/01	0003948717
V	ZRP1	SYUS	WDR	FO	2016/12/31	1309	2016/01/01	0004181867
V	ZRP1	SYUS	WDR	MA	2015/12/31	872	2015/04/01	0004005991
V	ZRP1	SYUS	WDR	MA	2016/12/31	1309	2016/01/01	0004181875
V	ZRP1	SYUS	WDR	OP	2015/12/31	872	2015/04/01	0004005990
V	ZRP1	SYUS	WDR	OP	2016/12/31	1309	2016/01/01	0004181876
V	ZRP1	SYUS	WDR	WC	2015/12/31	872	2015/04/01	0004005989
V	ZRP1	SYUS	WDR	WC	2016/12/31	1309	2016/01/01	0004181877
V	ZRP1	SYUS	WVR	FO	2015/12/31	872	2015/04/01	0003948718
V	ZRP1	SYUS	WVR	FO	2016/12/31	1309	2016/01/01	0004181868
V	ZRP1	SYUS	WVR	MA	2015/12/31	872	2015/04/01	0004005993
V	ZRP1	SYUS	WVR	MA	2016/12/31	1309	2016/01/01	0004181878
V	ZRP1	SYUS	WVR	OP	2015/12/31	872	2015/04/01	0004005994
V	ZRP1	SYUS	WVR	OP	2016/12/31	1309	2016/01/01	0004181879
V	ZRP1	SYUS	WVR	WC	2015/12/31	872	2015/04/01	0004005992
V	ZRP1	SYUS	WVR	WC	2016/12/31	1309	2016/01/01	0004181880
